dish_id,dish_name,cuisine,common_ingredients,allergens,dietary_tags,source_restaurant_count,description,possible_substitutions,preparation_method,ingredient_variations,allergen_confidence,source
D0076,Egg Biryani,Biryani,"spices, salt, cooking oil, basmati rice, whole spices, onion, egg",egg,"contains-egg, non-vegetarian",48,"Egg Biryani is a non-vegetarian Biryani dish commonly associated with basmati rice, whole spices, onion, and egg.",,layered and dum-cooked,"protein may vary: vegetables, chicken, or mutton",high,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=egg_biryani
D0077,Egg Curry,North Indian,"spices, salt, cooking oil, egg, cumin, coriander",egg,"contains-egg, non-vegetarian",47,"Egg Curry is a non-vegetarian North Indian dish commonly associated with egg, cumin, and coriander.",,simmered,"gravy base may vary: onion-tomato, dairy, or nut paste",high,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=egg_curry
D0078,Sweet Corn Soup,Chinese,"spices, salt, cooking oil, garlic, spring onion, sauce","possible_soy, possible_gluten",vegetarian,47,"Sweet Corn Soup is a vegetarian Chinese dish commonly associated with garlic, spring onion, and sauce.",,simmered,,medium,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=sweet_corn_soup
D0079,Kaju Masala,North Indian,"spices, salt, cooking oil, cashew, cumin, coriander",tree_nuts,vegetarian,46,"Kaju Masala is a vegetarian North Indian dish commonly associated with cashew, cumin, and coriander.",cashew->sunflower seed paste (introduces seeds),simmered,,high,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=kaju_masala
D0080,Naan,North Indian,"spices, salt, cooking oil, wheat flour, cumin, coriander",gluten,vegetarian,46,"Naan is a vegetarian North Indian dish commonly associated with wheat flour, cumin, and coriander.",wheat flour->gluten-free flour blend,tandoor-baked,flour blend and cooking fat may vary,high,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=naan
D0081,Paneer 65,North Indian,"spices, salt, cooking oil, paneer, cumin, coriander",dairy,"vegetarian, high-protein",46,"Paneer 65 is a vegetarian North Indian dish commonly associated with paneer, cumin, and coriander.",paneer->tofu (introduces soy),,"protein variation may use paneer, tofu, or mixed vegetables",high,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=paneer_65
D0082,Paneer Manchurian Gravy,Indo-Chinese,"spices, salt, cooking oil, vegetables, flour, soy sauce, paneer, garlic, spring onion, sauce","gluten, soy, dairy","vegetarian, high-protein",45,"Paneer Manchurian Gravy is a vegetarian Indo-Chinese dish commonly associated with vegetables, flour, soy sauce, paneer, and garlic.",paneer->tofu (introduces soy),simmered,"protein variation may use paneer, tofu, or mixed vegetables, vegetables, protein, and sauce blend may vary, gravy base may vary: onion-tomato, dairy, or nut paste",high,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=paneer_manchurian_gravy
D0083,Hakka Noodles,Indo-Chinese,"spices, salt, cooking oil, noodles, vegetables, sauce, garlic, spring onion","gluten, possible_soy",vegetarian,44,"Hakka Noodles is a vegetarian Indo-Chinese dish commonly associated with noodles, vegetables, sauce, garlic, and spring onion.",wheat noodles->rice noodles,stir-fried,"vegetables, protein, and sauce blend may vary",high,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=hakka_noodles
D0084,Hot & Sour Soup,Chinese,"spices, salt, cooking oil, garlic, spring onion, sauce","possible_soy, possible_gluten",vegetarian,44,"Hot & Sour Soup is a vegetarian Chinese dish commonly associated with garlic, spring onion, and sauce.",,simmered,,medium,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=hot_sour_soup
D0085,Paneer Fried Rice,Indo-Chinese,"spices, salt, cooking oil, rice, vegetables, paneer, garlic, spring onion, sauce","dairy, possible_soy, possible_gluten","vegetarian, high-protein",44,"Paneer Fried Rice is a vegetarian Indo-Chinese dish commonly associated with rice, vegetables, paneer, garlic, and spring onion.",paneer->tofu (introduces soy),stir-fried,"protein variation may use paneer, tofu, or mixed vegetables, vegetable, spice, and protein additions may vary",high,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=paneer_fried_rice
D0086,Tomato Soup,North Indian,"spices, salt, cooking oil, cumin, coriander",none_identified_from_name,vegetarian,44,Tomato Soup is a vegetarian North Indian dish commonly associated with cumin and coriander.,,simmered,,low,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=tomato_soup
D0087,Veg Spring Roll,Chinese,"spices, salt, cooking oil, garlic, spring onion, sauce","possible_soy, possible_gluten",vegetarian,44,"Veg Spring Roll is a vegetarian Chinese dish commonly associated with garlic, spring onion, and sauce.",,,,medium,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=veg_spring_roll
D0088,Egg Masala,North Indian,"spices, salt, cooking oil, egg, cumin, coriander",egg,"contains-egg, non-vegetarian",43,"Egg Masala is a non-vegetarian North Indian dish commonly associated with egg, cumin, and coriander.",,simmered,,high,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=egg_masala
D0089,Hyderabadi Biryani,Biryani,"spices, salt, cooking oil, basmati rice, whole spices, onion",none_identified_from_name,vegetarian,43,"Hyderabadi Biryani is a vegetarian Biryani dish commonly associated with basmati rice, whole spices, and onion.",,layered and dum-cooked,"protein may vary: vegetables, chicken, or mutton",low,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=hyderabadi_biryani
D0090,Jeera Aloo,North Indian,"spices, salt, cooking oil, cumin, coriander",none_identified_from_name,vegetarian,42,Jeera Aloo is a vegetarian North Indian dish commonly associated with cumin and coriander.,,,,low,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=jeera_aloo
D0091,Paneer Chilli Gravy,Indo-Chinese,"spices, salt, cooking oil, paneer, garlic, spring onion, sauce","dairy, possible_soy, possible_gluten","vegetarian, high-protein",42,"Paneer Chilli Gravy is a vegetarian Indo-Chinese dish commonly associated with paneer, garlic, spring onion, and sauce.",paneer->tofu (introduces soy),simmered,"protein variation may use paneer, tofu, or mixed vegetables, vegetables, protein, and sauce blend may vary, gravy base may vary: onion-tomato, dairy, or nut paste",high,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=paneer_chilli_gravy
D0092,Veg Clear Soup,Indian,"spices, salt, cooking oil",none_identified_from_name,vegetarian,42,Veg Clear Soup is a vegetarian Indian dish generally seasoned with regional spices.,,simmered,,low,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=veg_clear_soup
D0093,Paneer Manchurian,Indo-Chinese,"spices, salt, cooking oil, vegetables, flour, soy sauce, paneer, garlic, spring onion, sauce","gluten, soy, dairy","vegetarian, high-protein",41,"Paneer Manchurian is a vegetarian Indo-Chinese dish commonly associated with vegetables, flour, soy sauce, paneer, and garlic.",paneer->tofu (introduces soy),sauteed or stir-fried,"protein variation may use paneer, tofu, or mixed vegetables, vegetables, protein, and sauce blend may vary",high,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=paneer_manchurian
D0094,Veg Kofta,North Indian,"spices, salt, cooking oil, spiced dumplings, onion, tomato, gravy, cumin, coriander","possible_dairy, possible_tree_nuts",vegetarian,41,"Veg Kofta is a vegetarian North Indian dish commonly associated with spiced dumplings, onion, tomato, gravy, and cumin.",,simmered,"gravy base may vary: onion-tomato, dairy, or nut paste",medium,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=veg_kofta
D0095,Chicken 65,North Indian,"spices, salt, cooking oil, chicken, cumin, coriander",none_identified_from_name,"non-vegetarian, high-protein",40,"Chicken 65 is a non-vegetarian North Indian dish commonly associated with chicken, cumin, and coriander.",chicken->tofu or mushrooms (tofu introduces soy),,,low,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=chicken_65
D0096,Chicken Manchurian,Indo-Chinese,"spices, salt, cooking oil, vegetables, flour, soy sauce, chicken, garlic, spring onion, sauce","gluten, soy","non-vegetarian, high-protein",40,"Chicken Manchurian is a non-vegetarian Indo-Chinese dish commonly associated with vegetables, flour, soy sauce, chicken, and garlic.",chicken->tofu or mushrooms (tofu introduces soy),sauteed or stir-fried,"vegetables, protein, and sauce blend may vary",high,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=chicken_manchurian
D0097,Chicken Tikka Masala,North Indian,"spices, salt, cooking oil, ginger, garlic, chicken, cumin, coriander",none_identified_from_name,"grilled, non-vegetarian, high-protein",40,"Chicken Tikka Masala is a non-vegetarian North Indian dish commonly associated with ginger, garlic, chicken, cumin, and coriander.",chicken->tofu or mushrooms (tofu introduces soy),grilled or tandoor-roasted,marinade and protein choice may vary,low,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=chicken_tikka_masala
D0098,Chilli Paneer,North Indian,"spices, salt, cooking oil, paneer, cumin, coriander",dairy,"vegetarian, high-protein",40,"Chilli Paneer is a vegetarian North Indian dish commonly associated with paneer, cumin, and coriander.",paneer->tofu (introduces soy),sauteed or stir-fried,"protein variation may use paneer, tofu, or mixed vegetables, vegetables, protein, and sauce blend may vary",high,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=chilli_paneer
D0099,Tandoori Chicken,North Indian,"spices, salt, cooking oil, ginger, garlic, chicken, cumin, coriander",none_identified_from_name,"grilled, non-vegetarian, high-protein",40,"Tandoori Chicken is a non-vegetarian North Indian dish commonly associated with ginger, garlic, chicken, cumin, and coriander.",chicken->tofu or mushrooms (tofu introduces soy),grilled or tandoor-roasted,marinade and protein choice may vary,low,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=tandoori_chicken
D0100,Chicken Manchow Soup,Chinese,"spices, salt, cooking oil, chicken, garlic, spring onion, sauce","possible_soy, possible_gluten","non-vegetarian, high-protein",39,"Chicken Manchow Soup is a non-vegetarian Chinese dish commonly associated with chicken, garlic, spring onion, and sauce.",chicken->tofu or mushrooms (tofu introduces soy),simmered,,medium,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=chicken_manchow_soup
D0101,Dal Palak,North Indian,"spices, salt, cooking oil, lentils, onion, tomato, cumin, coriander",none_identified_from_name,"high-protein, vegetarian",39,"Dal Palak is a vegetarian North Indian dish commonly associated with lentils, onion, tomato, cumin, and coriander.",,simmered,lentil variety and tempering spices may vary,low,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=dal_palak
D0102,Gobi Manchurian,Indo-Chinese,"spices, salt, cooking oil, vegetables, flour, soy sauce, garlic, spring onion, sauce","gluten, soy",vegetarian,39,"Gobi Manchurian is a vegetarian Indo-Chinese dish commonly associated with vegetables, flour, soy sauce, garlic, and spring onion.",,sauteed or stir-fried,"vegetables, protein, and sauce blend may vary",high,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=gobi_manchurian
D0103,Paneer Chilli,North Indian,"spices, salt, cooking oil, paneer, cumin, coriander",dairy,"vegetarian, high-protein",39,"Paneer Chilli is a vegetarian North Indian dish commonly associated with paneer, cumin, and coriander.",paneer->tofu (introduces soy),sauteed or stir-fried,"protein variation may use paneer, tofu, or mixed vegetables, vegetables, protein, and sauce blend may vary",high,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=paneer_chilli
D0104,Tomato Salad,North Indian,"spices, salt, cooking oil, cumin, coriander",none_identified_from_name,vegetarian,39,Tomato Salad is a vegetarian North Indian dish commonly associated with cumin and coriander.,,"mixed, no-cook or minimally cooked",,low,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=tomato_salad
D0105,Veg Hot & Sour Soup,Chinese,"spices, salt, cooking oil, garlic, spring onion, sauce","possible_soy, possible_gluten",vegetarian,39,"Veg Hot & Sour Soup is a vegetarian Chinese dish commonly associated with garlic, spring onion, and sauce.",,simmered,,medium,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=veg_hot_sour_soup
D0106,Mutton Rogan Josh,North Indian,"spices, salt, cooking oil, mutton, cumin, coriander",none_identified_from_name,"non-vegetarian, high-protein",38,"Mutton Rogan Josh is a non-vegetarian North Indian dish commonly associated with mutton, cumin, and coriander.",mutton->young jackfruit,,,low,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=mutton_rogan_josh
D0107,Plain Curd,North Indian,"spices, salt, cooking oil, yogurt, cumin, coriander",dairy,vegetarian,38,"Plain Curd is a vegetarian North Indian dish commonly associated with yogurt, cumin, and coriander.",yogurt->plant-based yogurt (check soy or nut allergens),,,high,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=plain_curd
D0108,Veg Noodles,Indo-Chinese,"spices, salt, cooking oil, noodles, vegetables, sauce, garlic, spring onion","gluten, possible_soy",vegetarian,38,"Veg Noodles is a vegetarian Indo-Chinese dish commonly associated with noodles, vegetables, sauce, garlic, and spring onion.",wheat noodles->rice noodles,stir-fried,"vegetables, protein, and sauce blend may vary",high,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=veg_noodles
D0109,Buttermilk,North Indian,"spices, salt, cooking oil, butter, cumin, coriander",dairy,vegetarian,37,"Buttermilk is a vegetarian North Indian dish commonly associated with butter, cumin, and coriander.",butter->plant-based butter (check product allergens),,,high,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=buttermilk
D0110,Fry Papad,North Indian,"spices, salt, cooking oil, cumin, coriander",none_identified_from_name,vegetarian,37,Fry Papad is a vegetarian North Indian dish commonly associated with cumin and coriander.,,roasted,,low,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=fry_papad
D0111,Onion Kulcha,North Indian,"spices, salt, cooking oil, wheat flour, cumin, coriander",gluten,vegetarian,37,"Onion Kulcha is a vegetarian North Indian dish commonly associated with wheat flour, cumin, and coriander.",wheat flour->gluten-free flour blend,tandoor-baked,flour blend and cooking fat may vary,high,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=onion_kulcha
D0112,Paneer Manchurian Dry,Indo-Chinese,"spices, salt, cooking oil, vegetables, flour, soy sauce, paneer, garlic, spring onion, sauce","gluten, soy, dairy","vegetarian, high-protein",37,"Paneer Manchurian Dry is a vegetarian Indo-Chinese dish commonly associated with vegetables, flour, soy sauce, paneer, and garlic.",paneer->tofu (introduces soy),sauteed or stir-fried,"protein variation may use paneer, tofu, or mixed vegetables, vegetables, protein, and sauce blend may vary",high,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=paneer_manchurian_dry
